RegionName;State;Metro;County;City;Zri
Downtown West;MO;St. Louis;Saint Louis City;Saint Louis;1128
West Central;WA;Spokane-Spokane Valley;Spokane County;Spokane;1127
West Biloxi;MS;Gulfport-Biloxi-Pascagoula;Harrison County;Biloxi;1125
Northgate;OH;Columbus;Franklin County;Columbus;1125
Slatterly Park;MN;Rochester;Olmsted County;Rochester;1125
East Ocean View;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1124
Delaware-West Ferry;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;1124
Aberdeen;VA;Virginia Beach-Norfolk-Newport News;Hampton City;Hampton;1123
Walnut Heights;OH;Columbus;Franklin County;Columbus;1123
Five Points South;AL;Birmingham-Hoover;Jefferson County;Birmingham;1123
Fordson;MI;Detroit-Warren-Dearborn;Wayne County;Dearborn;1123
Cedar Ridge;TX;Waco;McLennan County;Waco;1122
Nicetown;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1122
South Knoxville;TN;Knoxville;Knox County;Knoxville;1121
Plum Orchard;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1121
DeBaliviere Place;MO;St. Louis;Saint Louis City;Saint Louis;1121
Roosevelt;WI;Chicago-Naperville-Elgin;Kenosha County;Kenosha;1121
North Winton Village;NY;Rochester;Monroe County;Rochester;1120
Hillyard;WA;Spokane-Spokane Valley;Spokane County;Spokane;1120
Penrose;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1120
Tyler Park;KY;Louisville/Jefferson County;Jefferson County;Louisville;1120
Northwest Akron;OH;Akron;Summit County;Akron;1119
Bryant;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;1119
East Baltimore Midway;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1118
Frankford;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1117
Central Downtown;KY;Lexington-Fayette;Fayette County;Lexington;1117
Washington Hills;TN;Chattanooga;Hamilton County;Chattanooga;1117
Sweetwater;FL;Jacksonville;Duval County;Jacksonville;1117
Seven Oaks;SC;Columbia;Richland County;Columbia;1116
Paschall;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1116
Caprock;TX;Lubbock;Lubbock County;Lubbock;1116
Regency Park;FL;Pensacola-Ferry Pass-Brent;Escambia County;Pensacola;1116
Palo Verde;AZ;Tucson;Pima County;Tucson;1116
Lake Forest Hills;FL;Jacksonville;Duval County;Jacksonville;1116
Bel-Air;NM;Albuquerque;Bernalillo County;Albuquerque;1116
Meridian Kessler;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1115
Key Meadows;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1115
Southland-Deerfield-Open Gates;KY;Lexington-Fayette;Fayette County;Lexington;1115
Stockton;NJ;Philadelphia-Camden-Wilmington;Camden County;Camden;1115
East Side;PA;Lancaster;Lancaster County;Lancaster Township;1114
Oliver;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1114
Fernwood;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;1114
Westlink;KS;Wichita;Sedgwick County;Wichita;1113
Forest Park Southeast;MO;St. Louis;Saint Louis City;Saint Louis;1113
Cabbage Hill;PA;Lancaster;Lancaster County;Lancaster Township;1112
Franklinville;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1112
Fairview;NJ;Philadelphia-Camden-Wilmington;Camden County;Camden;1112
Chief Garry Park;WA;Spokane-Spokane Valley;Spokane County;Spokane;1112
Berea;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1111
Central City;TX;Corpus Christi;Nueces County;Corpus Christi;1110
Salt Springs;NY;Syracuse;Onondaga County;Syracuse;1110
Westwood;PA;Pittsburgh;Allegheny County;Pittsburgh;1110
Castner Heights;TX;El Paso;El Paso County;El Paso;1110
Westgate Hts;NM;Albuquerque;Bernalillo County;Albuquerque;1109
Ford Woods;MI;Detroit-Warren-Dearborn;Wayne County;Dearborn;1109
Yorkwood;AL;Mobile;Mobile County;Mobile;1108
Duclay Forest;FL;Jacksonville;Duval County;Jacksonville;1108
Downtown;UT;Ogden-Clearfield;Weber County;Ogden;1108
Ridgecrest;OK;Oklahoma City;Oklahoma County;Midwest City;1108
Five Points;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1107
Klondike;KY;Louisville/Jefferson County;Jefferson County;Louisville;1107
Upton;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1107
Volker;MO;Kansas City;Jackson County;Kansas City;1107
Westside Development;AZ;Tucson;Pima County;Tucson;1107
Northern Woods;OH;Columbus;Franklin County;Columbus;1106
Homosassa Springs;FL;Homosassa Springs;Citrus County;Homosassa;1106
Jordan Heights-Old Fairgrounds;PA;Allentown-Bethlehem-Easton;Lehigh County;Allentown;1106
Grand Dale;MI;Detroit-Warren-Dearborn;Wayne County;Redford;1106
Fairlawn Heights;OH;Akron;Summit County;Akron;1106
Fairway-Liberty Heights;KY;Lexington-Fayette;Fayette County;Lexington;1105
Red Bud Park;TX;Abilene;Taylor County;Abilene;1105
Snacks-Guion Creek;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1104
Jefferson-Woodlawn Lake;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1104
Winchester;OH;Columbus;Franklin County;Columbus;1104
Penn North;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1103
Snyder;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Town Of Amherst;1102
Pleasant Ridge;OH;Cincinnati;Hamilton County;Cincinnati;1102
Thomasboro-Hoskins;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1102
Tech Terrace;TX;Lubbock;Lubbock County;Lubbock;1102
Ballentine Place;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1102
Millerville;LA;Baton Rouge;East Baton Rouge Parish;Baton Rouge;1101
Northland-Lyceum;NY;Rochester;Monroe County;Rochester;1101
Nevada-Lidgerwood;WA;Spokane-Spokane Valley;Spokane County;Spokane;1100
Broadway East;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1100
Eagle Creek;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1099
Eastborn;MI;Detroit-Warren-Dearborn;Wayne County;Dearborn;1099
Bucks Hill;CT;New Haven-Milford;New Haven County;Waterbury;1099
Coppin Heights - Ash-Co-East;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1099
Fern Creek;KY;Louisville/Jefferson County;Jefferson County;Louisville;1098
Feltonville;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1098
South Emerson;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1098
Woodlawn;NY;Albany-Schenectady-Troy;Schenectady County;Schenectady;1098
Vale and Hamilton Hill;NY;Albany-Schenectady-Troy;Schenectady County;Schenectady;1097
Northern Barton Heights;VA;Richmond;Richmond City;Richmond;1097
Valley Station;KY;Louisville/Jefferson County;Jefferson County;Louisville;1096
Edgewood Manor;FL;Jacksonville;Duval County;Jacksonville;1096
Bellevue;NY;Albany-Schenectady-Troy;Schenectady County;Schenectady;1095
Mondawin;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1095
Reichlieu;AL;Mobile;Mobile County;Mobile;1094
Greenspring;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1094
Earlewood;SC;Columbia;Richland County;Columbia;1094
North Biloxi;MS;Gulfport-Biloxi-Pascagoula;Harrison County;Biloxi;1093
Midtown-Edmondson;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1093
Camelot 1;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1092
Sayler Park;OH;Cincinnati;Hamilton County;Cincinnati;1092
Hidden Cove - Indian Creek-Southwest;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1091
Meredith;IA;Des Moines-West Des Moines;Polk County;Des Moines;1091
Springvale;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1091
Westwood;MI;Kalamazoo-Portage;Kalamazoo County;Kalamazoo;1090
Greater South;NE;Lincoln;Lancaster County;Lincoln;1090
Hunting Park;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1089
Bayview Beach;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1089
Asylum Hill;CT;Hartford-West Hartford-East Hartford;Hartford County;Hartford;1089
Somerset;OH;Columbus;Franklin County;Columbus;1089
West Ocean View;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1089
Clifton;KY;Louisville/Jefferson County;Jefferson County;Louisville;1089
Town Plot;CT;New Haven-Milford;New Haven County;Waterbury;1088
Bridger;UT;Logan;Cache County;Logan;1087
Franklin to the Fort;MT;Missoula;Missoula County;Missoula;1087
Westside;MT;Missoula;Missoula County;Missoula;1087
Joaquin;UT;Provo-Orem;Utah County;Provo;1086
Elliott;PA;Pittsburgh;Allegheny County;Pittsburgh;1086
Oak Park;IA;Des Moines-West Des Moines;Polk County;Des Moines;1085
West End;CT;New Haven-Milford;New Haven County;Waterbury;1085
Ridgestone;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1085
Schnitzelburg;KY;Louisville/Jefferson County;Jefferson County;Louisville;1083
Williams Creek;OH;Columbus;Franklin County;Columbus;1083
Elmwood;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1082
Brookline;PA;Pittsburgh;Allegheny County;Pittsburgh;1080
Dormont;PA;Pittsburgh;Allegheny County;Pittsburgh;1080
Elvira;AZ;Tucson;Pima County;Tucson;1080
Rose Park;MT;Missoula;Missoula County;Missoula;1080
Pioneer;TX;Dallas-Fort Worth-Arlington;Dallas County;Irving;1079
McElderry Park;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1079
South Perry;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1078
Oleander Sunset;CA;Bakersfield;Kern County;Bakersfield;1078
Avondale;OH;Cincinnati;Hamilton County;Cincinnati;1078
Culebra Park;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1077
Laddie Place and North Wilson;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1077
Downtown;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;1076
Forest Park;AL;Birmingham-Hoover;Jefferson County;Birmingham;1076
East Hill;WI;Eau Claire;Eau Claire County;Eau Claire;1076
Moreland;OH;Cleveland-Elyria;Cuyahoga County;Shaker Heights;1076
Los Angeles Heights - Keystone;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1075
Normandy Manor;FL;Jacksonville;Duval County;Jacksonville;1075
Crafton Heights;PA;Pittsburgh;Allegheny County;Pittsburgh;1075
Waveland Park;IA;Des Moines-West Des Moines;Polk County;Des Moines;1075
Terryville;CT;Torrington;Litchfield County;Plymouth;1074
Evanston;OH;Cincinnati;Hamilton County;Cincinnati;1074
Cottage Park;AL;Mobile;Mobile County;Mobile;1074
South Lubbock;TX;Lubbock;Lubbock County;Lubbock;1073
Fairview;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;1073
John Adams;MN;Rochester;Olmsted County;Rochester;1073
Soulard;MO;St. Louis;Saint Louis City;Saint Louis;1072
Starin Central;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;1071
Brandywine;OH;Columbus;Franklin County;Columbus;1071
Westhaven;VA;Virginia Beach-Norfolk-Newport News;Portsmouth City;Portsmouth;1071
Highland Hills;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1068
Brighton Heights;PA;Pittsburgh;Allegheny County;Pittsburgh;1068
St. John Coalition;FL;Pensacola-Ferry Pass-Brent;Escambia County;Pensacola;1068
Summerville;GA;Augusta-Richmond County;Richmond County;Augusta;1067
Scioto Woods;OH;Columbus;Franklin County;Columbus;1067
Beechwood;OH;Columbus;Franklin County;Columbus;1067
Highlands;VA;Virginia Beach-Norfolk-Newport News;Portsmouth City;Portsmouth;1066
Park Place;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1066
Augusta-New Augusta;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1065
Third World;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1065
Southeastern Hills;KY;Lexington-Fayette;Fayette County;Lexington;1065
Coleman Place;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1065
The Village;OK;Oklahoma City;Oklahoma County;Oklahoma City;1064
West Mesa;NM;Albuquerque;Bernalillo County;Albuquerque;1064
Harlem Park;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1064
Seberger-Roosevelt;MN;St. Cloud;Stearns County;Saint Cloud;1064
Southwyck;OH;Toledo;Lucas County;Toledo;1063
Hyde Park;FL;Jacksonville;Duval County;Jacksonville;1063
Indianola Hills;IA;Des Moines-West Des Moines;Polk County;Des Moines;1063
Oak Hill;FL;Jacksonville;Duval County;Jacksonville;1062
Greater Belhaven;MS;Jackson;Hinds County;Jackson;1062
Arlington Manor;FL;Jacksonville;Duval County;Jacksonville;1061
Stevens;PA;Lancaster;Lancaster County;Lancaster Township;1061
South Park;AZ;Tucson;Pima County;Tucson;1061
Meadowood;WI;Madison;Dane County;Madison;1061
Brittany Hills;OH;Columbus;Franklin County;Columbus;1061
Twin Lakes;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1060
Cedar Hills;FL;Jacksonville;Duval County;Jacksonville;1060
La Mirage;FL;Pensacola-Ferry Pass-Brent;Escambia County;Pensacola;1060
Memorial Heights;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1059
Highview;KY;Louisville/Jefferson County;Jefferson County;Louisville;1058
Blueberry Hill-Brigadoon-Stoneybrook-Baralto;KY;Lexington-Fayette;Fayette County;Lexington;1057
Near N Valley;NM;Albuquerque;Bernalillo County;Albuquerque;1057
Upper Kensington;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1056
South Burbank;LA;Baton Rouge;East Baton Rouge Parish;Baton Rouge;1056
Fairhill;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1056
Central;MT;Helena;Lewis and Clark County;Helena;1056
Edgemere Heights;OK;Oklahoma City;Oklahoma County;Oklahoma City;1055
Forest Park East;OH;Columbus;Franklin County;Columbus;1054
North High School;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1054
Maize-Morse;OH;Columbus;Franklin County;Columbus;1053
Rosedale;KS;Kansas City;Wyandotte County;Kansas City;1053
Perry North;PA;Pittsburgh;Allegheny County;Pittsburgh;1053
Downtown;NM;Albuquerque;Bernalillo County;Albuquerque;1053
Woodworth;MI;Detroit-Warren-Dearborn;Wayne County;Dearborn;1052
Butler-Tarkington;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1051
Southgate;CA;Bakersfield;Kern County;Bakersfield;1051
Northridge;TX;Lubbock;Lubbock County;Lubbock;1051
Central;TX;San Angelo;Tom Green County;San Angelo;1051
Duvall-Edison;MI;Detroit-Warren-Dearborn;Wayne County;Dearborn;1051
Kingsborough Ridge;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1050
Whitehouse;FL;Jacksonville;Duval County;Jacksonville;1050
ACCENT;IA;Des Moines-West Des Moines;Polk County;Des Moines;1050
Government Hill Alliance;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1050
Maedgen Area;TX;Lubbock;Lubbock County;Lubbock;1049
Meadow Village;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1049
Cradock;VA;Virginia Beach-Norfolk-Newport News;Portsmouth City;Portsmouth;1048
Southwest;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1047
39th East;MO;Kansas City;Jackson County;Independence;1047
Gibson Village;NC;Charlotte-Concord-Gastonia;Cabarrus County;Concord;1046
New Southwest - Mount Clare;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1046
Springfield;FL;Jacksonville;Duval County;Jacksonville;1045
Prentis Park;VA;Virginia Beach-Norfolk-Newport News;Portsmouth City;Portsmouth;1045
South Troy;NY;Albany-Schenectady-Troy;Rensselaer County;Troy;1044
Beacon Hill;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1044
Woodstone;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1044
Edison;CA;Fresno;Fresno County;Fresno;1043
Southern Orchards;OH;Columbus;Franklin County;Columbus;1043
North Park;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;1042
Kenawood-Rockwood-Hi-Acres-Deep Spring;KY;Lexington-Fayette;Fayette County;Lexington;1042
Otter Creek Crystal;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;1041
Germantown;KY;Louisville/Jefferson County;Jefferson County;Louisville;1041
Far West-Side;NY;Syracuse;Onondaga County;Syracuse;1040
South Southwest;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1039
College Hill;OH;Cincinnati;Hamilton County;Cincinnati;1039
Old Allentown Historic District;PA;Allentown-Bethlehem-Easton;Lehigh County;Allentown;1039
Bridger;MO;Kansas City;Jackson County;Independence;1039
Forest Park West;OH;Columbus;Franklin County;Columbus;1039
Jacksonville Heights;FL;Jacksonville;Duval County;Jacksonville;1038
Pepperidge;GA;Augusta-Richmond County;Richmond County;Augusta;1037
Walden;FL;Pensacola-Ferry Pass-Brent;Escambia County;Pensacola;1037
Chapel;MO;Kansas City;Jackson County;Independence;1037
Community Workers Council;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1036
Roselawn;IN;Chicago-Naperville-Elgin;Jasper County;DeMotte;1036
East Mountain;CT;New Haven-Milford;New Haven County;Waterbury;1036
People Active in Community Effort;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1035
Sunny Slope;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1035
Bradley Estates;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;1035
Baylees-Atkins;TX;Lubbock;Lubbock County;Lubbock;1034
East Biloxi;MS;Gulfport-Biloxi-Pascagoula;Harrison County;Biloxi;1034
Clifton Heights;KY;Louisville/Jefferson County;Jefferson County;Louisville;1034
The Hill;MO;St. Louis;Saint Louis City;Saint Louis;1034
Belaire;TX;San Angelo;Tom Green County;San Angelo;1031
Curtis Bay;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1031
North Hills;NM;Albuquerque;Sandoval County;Rio Rancho;1031
East Side;TX;El Paso;El Paso County;El Paso;1030
North By Northwest;TX;Lubbock;Lubbock County;Lubbock;1030
East End;CT;New Haven-Milford;New Haven County;Waterbury;1030
Euclid Ave South;MT;Helena;Lewis and Clark County;Helena;1030
Denver Heights;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1030
Port Norfolk;VA;Virginia Beach-Norfolk-Newport News;Portsmouth City;Portsmouth;1030
Abilene Heights;TX;Abilene;Taylor County;Abilene;1028
Burke Acres;MI;Kalamazoo-Portage;Kalamazoo County;Kalamazoo;1028
Lomond;OH;Cleveland-Elyria;Cuyahoga County;Shaker Heights;1028
Indian Village;NE;Lincoln;Lancaster County;Lincoln;1028
Murray Hill;FL;Jacksonville;Duval County;Jacksonville;1027
Iroquois Park;KY;Louisville/Jefferson County;Jefferson County;Louisville;1027
North Linden;OH;Columbus;Franklin County;Columbus;1026
Franz Park;MO;St. Louis;Saint Louis City;Saint Louis;1026
Edgewood;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1025
Allen;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;1025
Lakemont;GA;Augusta-Richmond County;Richmond County;Augusta;1025
Merle Hay;IA;Des Moines-West Des Moines;Polk County;Des Moines;1024
Perry South;PA;Pittsburgh;Allegheny County;Pittsburgh;1024
Eggertsville;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Town Of Amherst;1023
Riverwest;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;1023
Highland Park;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1022
Lansingburgh;NY;Albany-Schenectady-Troy;Rensselaer County;Troy;1021
Brooklyn;CT;New Haven-Milford;New Haven County;Waterbury;1021
Hillcrest;FL;Jacksonville;Duval County;Jacksonville;1020
Collins Garden;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1020
Thompson Community;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1019
Roselawn;OH;Cincinnati;Hamilton County;Cincinnati;1019
PaulAnn;TX;San Angelo;Tom Green County;San Angelo;1019
Bellemeade;VA;Richmond;Richmond City;Richmond;1019
Old Louisville;KY;Louisville/Jefferson County;Jefferson County;Louisville;1018
Southwest;OH;Columbus;Franklin County;Columbus;1018
West Gate;OH;Toledo;Lucas County;Toledo;1018
Jeff Davis;VA;Richmond;Richmond City;Richmond;1018
Town of Lake;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;1017
Prospect Hill;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1016
Highland Park;IA;Des Moines-West Des Moines;Polk County;Des Moines;1016
Cherry Avenue;AZ;Tucson;Pima County;Tucson;1015
Highland Park;MI;Grand Rapids-Wyoming;Kent County;Grand Rapids;1015
North Highland Park;VA;Richmond;Richmond City;Richmond;1015
Elma Center;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Town Of Elma;1015
Riverbend;OH;Columbus;Franklin County;Columbus;1014
Blackburn;MO;Kansas City;Jackson County;Independence;1014
Washington Hill;CT;New Haven-Milford;New Haven County;Waterbury;1014
Alta Vista;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1014
Bond Hill;OH;Cincinnati;Hamilton County;Cincinnati;1013
South Broadway;NM;Albuquerque;Bernalillo County;Albuquerque;1013
Forest;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;1012
Baylor;TX;Waco;McLennan County;Waco;1012
Central-Terry;MT;Billings;Yellowstone County;Billings;1012
Glenbrook;OH;Columbus;Franklin County;Columbus;1011
Leawood;OH;Columbus;Franklin County;Columbus;1011
Western View;MI;Detroit-Warren-Dearborn;Wayne County;Redford;1011
Woodhaven;ND;Fargo;Cass County;Fargo;1011
Central;CA;Fresno;Fresno County;Fresno;1010
Beechview;PA;Pittsburgh;Allegheny County;Pittsburgh;1010
Riverside South;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1010
Groves Lincoln Park;AZ;Tucson;Pima County;Tucson;1010
Marion Franklin;OH;Columbus;Franklin County;Columbus;1010
Westwood;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1009
Edgewater;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;1009
Bon Air;KY;Louisville/Jefferson County;Jefferson County;Louisville;1009
Marshall - Shadeland;PA;Pittsburgh;Allegheny County;Pittsburgh;1009
Heights;MT;Billings;Yellowstone County;Billings;1008
Milam-Jones;TX;College Station-Bryan;Brazos County;Bryan;1008
Old Town on the Oaks;TX;Beaumont-Port Arthur;Jefferson County;Beaumont;1008
Chapel Hill-Ben Davis;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1007
Harvard Place - Eastlawn;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1007
Olde Towne East;OH;Columbus;Franklin County;Columbus;1007
Highlands;FL;Jacksonville;Duval County;Jacksonville;1006
Sherwood Forest;FL;Jacksonville;Duval County;Jacksonville;1006
Jefferson;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1006
Warrenton-Harmitage Hills-Pinehurst;KY;Lexington-Fayette;Fayette County;Lexington;1006
Garden District;AZ;Tucson;Pima County;Tucson;1005
Brookshire;OH;Columbus;Franklin County;Columbus;1005
Cloverleaf;KY;Louisville/Jefferson County;Jefferson County;Louisville;1005
Oakwood;TN;Knoxville;Knox County;Knoxville;1004
Forest View;MI;Lansing-East Lansing;Ingham County;Lansing;1003
Watrous South;IA;Des Moines-West Des Moines;Polk County;Des Moines;1003
East Side;MN;Rochester;Olmsted County;Rochester;1002
Arlington;FL;Jacksonville;Duval County;Jacksonville;1001
Lake View;TX;San Angelo;Tom Green County;San Angelo;1001
Corbett;AZ;Tucson;Pima County;Tucson;1000
Northside;MI;Kalamazoo-Portage;Kalamazoo County;Kalamazoo;1000
Woodstock;FL;Jacksonville;Duval County;Jacksonville;1000
Ingleside;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1000
South Side CAN;OH;Columbus;Franklin County;Columbus;999
Bomber Heights;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;999
The Gate District;MO;St. Louis;Saint Louis City;Saint Louis;999
Fondern-Cherokee Heights;MS;Jackson;Hinds County;Jackson;999
Muncie;KS;Kansas City;Wyandotte County;Kansas City;996
Wheelock & Monterey;TX;Lubbock;Lubbock County;Lubbock;996
Denfeld;MN;Duluth;Saint Louis County;Duluth;996
Gray's Woods;IA;Des Moines-West Des Moines;Polk County;Des Moines;996
Eastmoor;OH;Columbus;Franklin County;Columbus;995
Ardmore;NC;Winston-Salem;Forsyth County;Winston-Salem;995
Lakeshore;FL;Jacksonville;Duval County;Jacksonville;995
Sheldon;AL;Mobile;Mobile County;Mobile;995
King-Lincoln-Bronzeville;OH;Columbus;Franklin County;Columbus;995
Strathmore;NY;Syracuse;Onondaga County;Syracuse;994
Fairground;IA;Des Moines-West Des Moines;Polk County;Des Moines;994
Sunnyside;AZ;Tucson;Pima County;Tucson;993
River Mountain;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;993
Okolona;KY;Louisville/Jefferson County;Jefferson County;Louisville;992
University;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;992
Colonial Heights;AL;Mobile;Mobile County;Mobile;992
East Broad;OH;Columbus;Franklin County;Columbus;991
Rainbow;MO;Kansas City;Jackson County;Independence;991
Hickory Ridge-South Riverdale;TN;Memphis;Shelby County;Memphis;989
Euclid Ave North;MT;Helena;Lewis and Clark County;Helena;989
Greater Gardendale;TX;San Antonio-New Braunfels;Bexar County;San Antonio;989
Brookside;OK;Tulsa;Tulsa County;Tulsa;988
Mt. Airy;OH;Cincinnati;Hamilton County;Cincinnati;988
Terra Del Sol;AZ;Tucson;Pima County;Tucson;988
19th Ward;NY;Rochester;Monroe County;Rochester;987
Fairmont Park;IA;Des Moines-West Des Moines;Polk County;Des Moines;986
Carver Manor;FL;Jacksonville;Duval County;Jacksonville;986
South Valley;NY;Syracuse;Onondaga County;Syracuse;985
West Side;GA;Augusta-Richmond County;Richmond County;Augusta;985
North Side Hill;WI;Eau Claire;Eau Claire County;Eau Claire;985
Grant Wood;IA;Iowa City;Johnson County;Iowa City;985
Mission San Jose;TX;San Antonio-New Braunfels;Bexar County;San Antonio;984
Bellewood;AL;Mobile;Mobile County;Mobile;984
Gardenside-Colony;KY;Lexington-Fayette;Fayette County;Lexington;983
Sunset Hills;KS;Lawrence;Douglas County;Lawrence;982
Park Farms;MO;Kansas City;Jackson County;Kansas City;982
Washington Heights;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;981
Sunny Ridge;FL;Pensacola-Ferry Pass-Brent;Escambia County;Pensacola;981
Maxey Park;TX;Lubbock;Lubbock County;Lubbock;981
Grant Ferry;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;980
Donaldson Terrace;TX;San Antonio-New Braunfels;Bexar County;San Antonio;980
Parkland Hills;NM;Albuquerque;Bernalillo County;Albuquerque;980
Westwood;OH;Cincinnati;Hamilton County;Cincinnati;979
Linwood;OH;Columbus;Franklin County;Columbus;979
Little Blue Valley;MO;Kansas City;Jackson County;Kansas City;979
Beaverdale;IA;Des Moines-West Des Moines;Polk County;Des Moines;978
Enderis Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;978
Midtown;PA;Harrisburg-Carlisle;Dauphin County;Harrisburg;977
